m [g],r [cm],T [K],P [dyne/cm^2],l [erg/s],ρ [g/cm^3],κ [cm^2/g],ε [erg/g/s],∇_ad,∇_rad,∇,shell type
7.369256024247364e+32,14328584910.729631,12935208.820850484,7.791524086658426e+16,1.4869884589006574e+34,44.54427290466321,1.2803391653315812,5.9679796266412515,0.3999998032911843,0.2834741623127057,0.2834741623127057,radiative
7.429168674848575e+32,14380661724.152601,12909062.033705318,7.736070189772182e+16,1.4905395618635654e+34,44.316860763049874,1.2847407380575773,5.886472751409547,0.39999980366462756,0.28309766734570835,0.28309766734570835,radiative
7.489081325449787e+32,14432628596.434437,12882983.296089105,7.680970359121054e+16,1.494042162198339e+34,44.090324069818,1.2891508938289025,5.806065457233676,0.3999998040334442,0.2827250123506174,0.2827250123506174,radiative
7.548993976050998e+32,14484488229.400303,12856971.495404204,7.626221366129499e+16,1.4974969132939084e+34,43.86465699526548,1.2935698033206906,5.7267397929556285,0.3999998043977028,0.2823561591566795,0.2823561591566795,radiative
7.60890662665221e+32,14536243276.991383,12831025.537029678,7.571820037510029e+16,1.5009044579130028e+34,43.639853813775616,1.2979976373806117,5.648478234944549,0.3999998047574704,0.28199107118542394,0.28199107118542394,radiative
7.668819277253421e+32,14587896346.749044,12805144.343754636,7.517763253857536e+16,1.5042654284439055e+34,43.415908901312676,1.3024345670991329,5.571263672557559,0.39999980511281297,0.2816297134103568,0.2816297134103568,radiative
7.728731927854632e+32,14639450001.246014,12779326.855230168,7.464047948290195e+16,1.5075804471436883e+34,43.19281673299777,1.3068807638790656,5.4950793942257645,0.3999998054637953,0.28127205231852886,0.28127205231852886,radiative
7.788644578455844e+32,14690906759.466885,12753572.027439019,7.410671105135088e+16,1.5108501263732864e+34,42.970571880762655,1.3113363995045313,5.419909074134072,0.3999998058104808,0.2809180558739162,0.2809180558739162,radiative
7.848557229057055e+32,14742269098.140186,12727878.832182221,7.357629758656706e+16,1.514075068824767e+34,42.74916901107806,1.3158016462093887,5.345736759465194,0.39999980615293185,0.28056769348253685,0.28056769348253685,radiative
7.908469879658267e+32,14793539453.02411,12702246.25658197,7.30492099182663e+16,1.5172558677411145e+34,42.528602882753596,1.320276676745242,5.272546858179804,0.3999998064912096,0.28022093595924036,0.28022093595924036,radiative
7.968382530259478e+32,14844720220.147945,12676673.30259998,7.252541935132728e+16,1.5203931071288487e+34,42.30886834480667,1.3247616644490514,5.200324127306225,0.3999998068253742,0.2798777554961027,0.2798777554961027,radiative
8.02829518086069e+32,14895813757.011053,12651158.98657071,7.200489765426332e+16,1.5234873619637758e+34,42.089960334397716,1.329256783310447,5.129053661715194,0.3999998071554849,0.27953812563236746,0.27953812563236746,radiative
8.088207831461901e+32,14946822383.741266,12625702.338748753,7.148761704805881e+16,1.5265391983901504e+34,41.87187387482916,1.3337622080388152,5.058720883355535,0.3999998074815996,0.2792020212258814,0.2792020212258814,radiative
8.148120482063113e+32,14997748384.21438,12600302.402869817,7.097355019535616e+16,1.5295491739135225e+34,41.65460407360582,1.3382781141302218,4.989311530928834,0.39999980780377575,0.2788694184259643,0.2788694184259643,radiative
8.208033132664323e+32,15048594004.913319,12574955.388805877,7.04626701899329e+16,1.5325178371652532e+34,41.438155535568065,1.3433546025024703,4.9208080007950015,0.3999998081224164,0.2786546187190874,0.2786546187190874,radiative
8.267945783265534e+32,15099361419.830275,12549646.399182502,6.995495054430603e+16,1.5354457212850382e+34,41.22256948101296,1.3488766995423727,4.85317905964522,0.3999998084392818,0.2785335115939465,0.2785335115939465,radiative
8.327858433866746e+32,15150052736.464779,12524372.752285572,6.945036517396292e+16,1.5383333452888255e+34,41.00784651391014,1.3544230181158883,4.786409850301825,0.39999980875464364,0.2784183768835378,0.2784183768835378,radiative
8.387771084467957e+32,15200670029.261333,12499133.354884185,6.894888838647299e+16,1.541181220494486e+34,40.793982072226186,1.3599939916550918,4.7204878304859745,0.3999998090685811,0.2783092541269513,0.2783092541269513,radiative
8.447683735069169e+32,15251215341.118843,12473927.145500736,6.845049487254041e+16,1.5439898507921423e+34,40.58097159099116,1.3655900509554277,4.65540074546805,0.3999998093811701,0.27820618110505024,0.27820618110505024,radiative
8.50759638567038e+32,15301690684.317831,12448753.06809871,6.795515969734664e+16,1.5467597328041218e+34,40.368810586348026,1.3712116337380311,4.5911365874557575,0.3999998096924868,0.27810919808966933,0.27810919808966933,radiative
8.567509036271592e+32,15352098041.367508,12423610.071634285,6.746285829214334e+16,1.549491356030739e+34,40.15749465413578,1.3768591848819811,4.527683588409382,0.39999981000260726,0.2780183478651278,0.2780183478651278,radiative
8.627421686872803e+32,15402439365.825092,12398497.10961314,6.69735664460894e+16,1.5521852029918519e+34,39.94701946852225,1.3825331566624164,4.4650302131268065,0.39999981031160775,0.2779336757523909,0.2779336757523909,radiative
8.687334337474015e+32,15452716583.08843,12373413.139651956,6.648726029832324e+16,1.5548417493643544e+34,39.73738078068476,1.3882340089947625,4.403165152586126,0.39999981061956486,0.27785522963590037,0.27785522963590037,radiative
8.747246988075226e+32,15502931591.162893,12348357.123044081,6.600391633026203e+16,1.5574614641157545e+34,39.52857441753812,1.3939622096853728,4.342077317534588,0.3999998109265551,0.2777830599931095,0.2777830599931095,radiative
8.807159638676437e+32,15553086261.403564,12323328.024328895,6.55235113581197e+16,1.5600448096339827e+34,39.320596280508184,1.3997182346889256,4.2817558323130145,0.3999998112326556,0.2777172199267675,0.2777172199267675,radiative
8.867072289277649e+32,15603182439.233591,12298324.810864381,6.504602252563589e+16,1.5625922418535674e+34,39.11344234435028,1.4055025683728573,4.22219002890519,0.3999998115379434,0.2776577651999886,0.2776577651999886,radiative
8.92698493987886e+32,15653221944.839592,12273346.452402428,6.4571427297008664e+16,1.565104210378311e+34,38.90710865601134,1.4113157037891408,4.163369441202746,0.3999998118424962,0.2776047542741517,0.2776047542741517,radiative
8.986897590480072e+32,15703206573.844946,12248391.920666391,6.4099703450023656e+16,1.567581158600592e+34,38.70159133353482,1.417158142953781,4.1052837994759095,0.3999998121463921,0.27755824834969217,0.27755824834969217,radiative
9.046810241081283e+32,15753138097.961752,12223460.188930439,6.363082906937286e+16,1.5700235238174134e+34,38.496886565007564,1.4230303971344125,4.047923025041484,0.3999998124497093,0.2775183114098527,0.2775183114098527,radiative
9.106722891682493e+32,15803018265.62224,12198550.231600247,6.316478254015672e+16,1.5724317373433134e+34,38.29299060754762,1.4289329871462617,3.9912772251195854,0.3999998127525267,0.27748501026743516,0.27748501026743516,radiative
9.166635542283705e+32,15852848802.5903,12173661.023794549,6.270154254156286e+16,1.5748062246202515e+34,38.08989978633248,1.4348664436569496,3.935336687871032,0.39999981305492377,0.27745841461464993,0.27745841461464993,radiative
9.226548192884916e+32,15902631412.553879,12148791.540927114,6.224108804071588e+16,1.577147405324569e+34,37.88761049366674,1.4408313075004984,3.8800918776078825,0.3999998133569802,0.27743859707612956,0.27743859707612956,radiative
9.286460843486128e+32,15952367777.698856,12123940.75828868,6.178339828669202e+16,1.5794556934711347e+34,37.68611918808879,1.4468281300009487,3.8255334301697577,0.3999998136587766,0.2774256332651934,0.2774256332651934,radiative
9.346373494087339e+32,16002059559.26503,12099107.650628377,6.1328452804693384e+16,1.5817314975147655e+34,37.48542239351572,1.4528574733060204,3.7716521484591308,0.399999813960394,0.2774196018434543,0.2774196018434543,radiative
9.40628614468855e+32,16051708398.084827,12074291.191734226,6.087623139037633e+16,1.5839752204490183e+34,37.28551669842596,1.4589199107312898,3.7184389981288883,0.39999981426191433,0.2774205845838689,0.2774205845838689,radiative
9.466198795289762e+32,16101315915.10528,12049490.354012191,6.042671410432884e+16,1.586187259902445e+34,37.086398755079195,1.4650160271153092,3.665885103415954,0.3999998145634199,0.27742866643733327,0.27742866643733327,radiative
9.526111445890974e+32,16150883711.893822,12024704.108063385,5.9979881266691976e+16,1.5883680082323888e+34,36.888065278773034,1.4711464191862096,3.613981743114979,0.3999998148649938,0.27744393560293995,0.27744393560293995,radiative
9.586024096492185e+32,16200413371.128412,11999931.42225892,5.953571345192071e+16,1.590517852616413e+34,36.690513047135994,1.477311695940229,3.5627203466863384,0.39999981516672034,0.2774664836020131,0.2774664836020131,radiative
9.645936747093397e+32,16249906457.072483,11975171.262311952,5.9094191483679496e+16,1.592637175141435e+34,36.49373889945662,1.4835124790328276,3.512092490493109,0.39999981546868413,0.277496405356067,0.277496405356067,radiative
9.705849397694608e+32,16299364516.035175,11950422.590846453,5.865529642986822e+16,1.5947263528906432e+34,36.29773973604822,1.489749403182757,3.462089894161688,0.39999981577097077,0.2775337992687949,0.2775337992687949,radiative
9.76576204829582e+32,16348789076.817286,11925684.366962187,5.821900959777439e+16,1.596785758028269e+34,36.10251251764914,1.4960231165898694,3.4127044170611636,0.39999981607366714,0.27757876731227116,0.27757876731227116,radiative
9.825674698897031e+32,16398181651.143383,11900955.545795467,5.7785312529347336e+16,1.5988157578822846e+34,35.908054264858286,1.5023342813671565,3.36392805489681,0.39999981637686044,0.2776314151174979,0.2776314151174979,radiative
9.885587349498242e+32,16447543734.080471,11876235.078075124,5.735418699659065e+16,1.600816715025093e+34,35.71436205760576,1.5086835739876991,3.3157529364129297,0.3999998166806397,0.2776918520694753,0.2776918520694753,radiative
9.945500000099454e+32,16496876804.443571,11851521.90967323,5.692561499706903e+16,1.6027889873522736e+34,35.521433034658564,1.5150716857471835,3.268171320201025,0.3999998169850941,0.2777601914069626,0.2777601914069626,radiative
1.0005412650700665e+33,16546182325.188604,11826814.98115003,5.649957874952593e+16,1.6047329281594458e+34,35.32926439316126,1.5214993232427259,3.2211755916089544,0.39999981729031453,0.2778365503271297,0.2778365503271297,radiative
1.0065325301301877e+33,16595461743.792904,11802113.227292556,5.607606068960844e+16,1.6066488862173114e+34,35.13785338821161,1.5279672088687246,3.174758259747269,0.3999998175963928,0.2779210500952924,0.2779210500952924,radiative
1.0125237951903087e+33,16644716492.62369,11777415.57664639,5.565504346569613e+16,1.6085372058449292e+34,34.94719733247134,1.5344760813305183,3.1289119545888613,0.39999981790342204,0.27801381615994303,0.27801381615994303,radiative
1.0185150602504298e+33,16693947989.294802,11752720.951039992,5.5236509934830504e+16,1.6103982269812828e+34,34.75729359581197,1.5410266961766417,3.0836294241584246,0.3999998182114963,0.2781149782732992,0.2781149782732992,radiative
1.024506325310551e+33,16743157637.011974,11728028.265101047,5.482044315874204e+16,1.6122322852551863e+34,34.56813960499608,1.5476198263506031,3.038903531808178,0.39999981852071137,0.27822467061761896,0.27822467061761896,radiative
1.0304975903706721e+33,16792346824.906958,11703336.42576421,5.440682639997165e+16,1.6140397120535858e+34,34.379732843394095,1.554256262763026,2.99472725357667,0.39999981883116387,0.27834303193752635,0.27834303193752635,radiative
1.0364888554307933e+33,16841516928.360699,11678644.33176966,5.399564311808375e+16,1.6158208345883007e+34,34.19207085073695,1.560936814885109,2.951093675627422,0.39999981914295213,0.2784702056786165,0.2784702056786165,radiative
1.0424801204909144e+33,16890669309.315865,11653950.873151816,5.358687696596806e+16,1.6175759759612554e+34,34.005151222904885,1.5676623113644517,2.9079959917643876,0.39999981945617596,0.278606340132634,0.278606340132634,radiative
1.0484713855510356e+33,16939805316.578882,11629254.93071758,5.3180511786227464e+16,1.6193054552282437e+34,33.81897161175298,1.5744336006642186,2.8654275010214496,0.39999981977093624,0.2787515885895144,0.2787515885895144,radiative
1.0544626506111567e+33,16988926286.111767,11604555.375513397,5.277653160764918e+16,1.6210095874612698e+34,33.633529724973634,1.5812515517268104,2.8233816053230263,0.39999982008733587,0.2789061094966194,0.2789061094966194,radiative
1.0604539156712779e+33,17038033541.313887,11579851.068280485,5.237492064175696e+16,1.6226886838095095e+34,33.4488233259967,1.5881170546631775,2.7818518072132883,0.3999998204054791,0.27907006662550193,0.27907006662550193,radiative
1.066445180731399e+33,17087128393.293848,11555140.85889744,5.197566327944144e+16,1.6243430515589308e+34,33.264850233927895,1.5950310214689933,2.7408317076513065,0.3999998207254718,0.27924362924656065,0.27924362924656065,radiative
1.0724364457915202e+33,17136212141.131718,11530423.585809529,5.157874408766673e+16,1.6259729941906125e+34,33.08160832352596,1.6019943867690205,2.7003150038698003,0.3999998210474216,0.27942697231197283,0.27942697231197283,radiative
1.0784277108516413e+33,17185286072.13165,11505698.075443821,5.1184147806250616e+16,1.6275788114377966e+34,32.89909552521962,1.6090081085909547,2.6602954872951035,0.3999998213714379,0.2796202766473013,0.2796202766473013,radiative
1.0844189759117625e+33,17234351462.065147,11480963.141609386,5.0791859344716296e+16,1.6291607993417165e+34,32.717309825164875,1.6160731691702774,2.6207670415261015,0.3999998216976318,0.2798237291522207,0.2798237291522207,radiative
1.0904102409718836e+33,17283409575.405014,11456217.584881676,5.0401863779213464e+16,1.630719250306226e+34,32.53624926534371,1.6231905757875644,2.581723640369966,0.39999982202611645,0.28003752301081003,0.28003752301081003,radiative
1.0964015060320047e+33,17332461665.550133,11431460.191970205,5.001414634950665e+16,1.6322544531512733e+34,32.35591194370519,1.630361361639881,2.5431593459327537,0.3999998223570068,0.2802618579119065,0.2802618579119065,radiative
1.1023927710921257e+33,17381508975.041187,11406689.735068595,4.962869245602885e+16,1.6337666931652423e+34,32.17629601434989,1.6375865867479646,2.5050683067626283,0.3999998226904199,0.28049694028003386,0.28049694028003386,radiative
1.1083840361522469e+33,17430552735.76738,11381904.971186029,4.9245487656998376e+16,1.6352562521562006e+34,31.997399687759053,1.6448673389009298,2.467444756044111,0.39999982302647474,0.28074298351745014,0.28074298351745014,radiative
1.114375301212368e+33,17479594169.16422,11357104.641459059,4.886451766559723e+16,1.6367234085020773e+34,31.8192212310695,1.6522047346404498,2.4302830098412977,0.39999982336529244,0.28100020825790917,0.28100020825790917,radiative
1.1203665662724892e+33,17528634486.402473,11332287.47044273,4.848576834720894e+16,1.6381684371998053e+34,31.64175896839589,1.6595999202864078,2.3935774653883435,0.3999998237069965,0.2812688426327562,0.2812688426327562,radiative
1.1263578313326103e+33,17577674888.568256,11307452.165379878,4.810922571671423e+16,1.6395916099134503e+34,31.465011281201598,1.6670540730060643,2.3573225994256255,0.39999982405171247,0.28154912255000597,0.28154912255000597,radiative
1.1323490963927315e+33,17626716566.834385,11282597.415447451,4.7734875935842744e+16,1.640993195021359e+34,31.288976608719945,1.6745684019290556,2.3215129665797702,0.3999998243995682,0.28184129198712266,0.28184129198712266,radiative
1.1383403614528526e+33,17675760702.622883,11257721.89097859,4.736270531057914e+16,1.6423734576623475e+34,31.11365344842747,1.6821441493105789,2.286143197786164,0.39999982475069423,0.2821456032982437,0.2821456032982437,radiative
1.1443316265129738e+33,17724808467.758778,11232824.242659187,4.699270028862195e+16,1.6437326597809578e+34,30.939040356571063,1.6897825917452565,2.251207998752302,0.3999998251052233,0.28246231753664763,0.28246231753664763,radiative
1.1503228915730949e+33,17773861024.615044,11207903.100697568,4.662484745689362e+16,1.6450710601718046e+34,30.765135948750878,1.697485041434325,2.216702148460617,0.3999998254632907,0.2827917047933071,0.2827917047933071,radiative
1.156314156633216e+33,17822919526.248775,11182957.073965842,4.6259133539100104e+16,1.6463889145230387e+34,30.591938900561345,1.7052528475090487,2.1826204977093098,0.3999998258250345,0.2831340445524503,0.2831340445524503,radiative
1.1623054216933372e+33,17871985116.52846,11157984.749111421,4.589554539333874e+16,1.6476864754589446e+34,30.41944794829228,1.7130873974133158,2.1489579676898947,0.3999998261905955,0.2834896260650884,0.2834896260650884,radiative
1.1682966867534584e+33,17921058930.252357,11132984.6896371,4.553407000975254e+16,1.6489639925816976e+34,30.247661889692772,1.7209901183485328,2.1157095486001336,0.39999982656011696,0.28385874874152983,0.28385874874152983,radiative
1.1742879518135795e+33,17970142093.257828,11107955.434948044,4.517469450823007e+16,1.6502217125123021e+34,30.0765795848003,1.728962478784349,2.0828702982910676,0.3999998269337454,0.2842417225640081,0.2842417225640081,radiative
1.1802792168737007e+33,18019235722.521626,11082895.499363879,4.48174061361489e+16,1.6514598789307248e+34,29.906199956838027,1.737005990038653,2.050435340947017,0.3999998273116301,0.2846388685205709,0.2846388685205709,radiative
1.1862704819338218e+33,18068340926.250942,11057803.371094033,4.4462192266161704e+16,1.6526787326152517e+34,29.73652199318307,1.745122207930791,2.0183998657972713,0.3999998276939234,0.28505051906151313,0.28505051906151313,radiative
1.192261746993943e+33,18117458803.965153,11032677.511174338,4.410904039402359e+16,1.6538785114810784e+34,29.56754474640914,1.753312734511959,1.9867591258584247,0.39999982808078066,0.28547701857967395,0.28547701857967395,radiative
1.1982530120540641e+33,18166590446.568047,11007516.352362808,4.375793813645929e+16,1.6550594506181581e+34,29.39926733540686,1.761579219877158,1.9555084367062041,0.39999982847236065,0.285918723916048,0.285918723916048,radiative
1.2042442771141851e+33,18215736936.410454,10982318.297992362,4.3408873229069016e+16,1.6562217823283214e+34,29.23168894658554,1.769923364063401,1.924643175275744,0.3999998288688254,0.28637600489226156,0.28637600489226156,radiative
1.2102355421743062e+33,18264899347.34303,10957081.72077817,4.306183352427177e+16,1.6573657361616855e+34,29.064808835160157,1.7783469190388357,1.8941587786892773,0.3999998292703402,0.28684924487151864,0.28684924487151864,radiative
1.2162268072344274e+33,18314078744.758987,10931804.961577121,4.2716806989284856e+16,1.6584915389523705e+34,28.898626326527943,1.786851690788333,1.8640507431102407,0.3999998296770741,0.2873388413498347,0.2873388413498347,radiative
1.2222180722945485e+33,18363276185.626614,10906486.328096779,4.237378170413854e+16,1.6595994148535347e+34,28.733140817739095,1.7954395415008901,1.8343146226228222,0.3999998300891997,0.2878452065794124,0.2878452065794124,radiative
1.2282093373546697e+33,18412492718.511223,10881124.093551042,4.2032745859724456e+16,1.6606895853717468e+34,28.568351779066123,1.804112391864905,1.8049460281360068,0.399999830506893,0.28836876822620044,0.28836876822620044,radiative
1.2342006024147908e+33,18461729383.586365,10855716.495259525,4.1693687755876904e+16,1.661762269400709e+34,28.40425875567739,1.8128722234776975,1.7759406263112028,0.39999983093033425,0.28890997006381997,0.28890997006381997,radiative
1.240191867474912e+33,18510987212.633938,10830261.733187536,4.135659579948576e+16,1.662817683254345e+34,28.240861369420106,1.8217210813760247,1.747294138512541,0.39999983135970746,0.28946927270618616,0.28946927270618616,radiative
1.2461831325350331e+33,18560267229.03288,10804757.96842327,4.1021458502639944e+16,1.6638560406992636e+34,28.078159320718864,1.8306610766949207,1.7190023397790082,0.3999998317952005,0.29004715438134804,0.29004715438134804,radiative
1.2521743975951543e+33,18609570447.736095,10779203.321588675,4.068826448080036e+16,1.6648775529866143e+34,27.916152390595926,1.839694389462625,1.6910610578174938,0.3999998322370059,0.2906441117492518,0.2906441117492518,radiative
1.2581656626552754e+33,18658897875.235245,10753595.871180201,4.035700245100132e+16,1.6658824288833462e+34,27.754840442820207,1.8488232715399022,1.6634661720160164,0.3999998326853198,0.2912606607663258,0.2912606607663258,radiative
1.2641569277153966e+33,18708250509.512978,10727933.651835395,4.002766123007923e+16,1.6668708747028806e+34,27.594223426192105,1.8580500497127248,1.6362136124762012,0.39999983314034343,0.2918973376000315,0.2918973376000315,radiative
1.2701481927755177e+33,18757629339.98211,10702214.652521018,3.970022973292774e+16,1.6678430943352086e+34,27.434301376972268,1.867377128947837,1.6092993590642963,0.3999998336022821,0.29255469959675007,0.29255469959675007,radiative
1.2761394578356389e+33,18807035347.411358,10676436.81463813,3.9374696970778104e+16,1.668799289276428e+34,27.275074421462342,1.876806995821484,1.5827194404798728,0.3999998340713459,0.29323332630664434,0.29323332630664434,radiative
1.28213072289576e+33,18856469503.837013,10650598.03003923,3.9051052049503896e+16,1.669739658657725e+34,27.116542778747142,1.8863422221323647,1.5564699333414915,0.3999998345477499,0.2939338205694324,0.2939338205694324,radiative
1.2881219879558812e+33,18905932772.460068,10624696.13895222,3.8729284167949e+16,1.670664399273814e+34,26.958706763607648,1.8959854687105129,1.5305469612885179,0.3999998350317137,0.2946568096652957,0.2946568096652957,radiative
1.2941132530160022e+33,18955426107.52813,10598728.927805627,3.8409382616277896e+16,1.6715737056108444e+34,26.80156678961543,1.9057394894349269,1.5049466940983451,0.39999983552346235,0.2954029465355187,0.2954029465355187,radiative
1.3001045180761234e+33,19004950454.201523,10572694.126949077,3.809133677434719e+16,1.6724677698737814e+34,26.6451233724197,1.9156071354736355,1.4796653468183054,0.39999983602322603,0.29617291107782195,0.29617291107782195,radiative
1.3060957831362445e+33,19054506748.40285,10546589.408262694,3.777513611009755e+16,1.6733467820132726e+34,26.48937713323909,1.925591359760761,1.4546991789114652,0.39999983653124044,0.29696741152172323,0.29696741152172323,radiative
1.3120870481963657e+33,19104095916.649307,10520412.382648496,3.746077017796479e+16,1.674210929752006e+34,26.334328802571118,1.9356952217266326,1.4300444934156153,0.3999998370477463,0.2977871858897717,0.2977871858897717,radiative
1.3180783132564867e+33,19153718875.86683,10494160.597396532,3.714822861730943e+16,1.6750603986105677e+34,26.179979224133582,1.945921892297888,1.405697636114667,0.3999998375729905,0.29863300355092826,0.29863300355092826,radiative
1.324069578316608e+33,19203376533.185417,10467831.53341787,3.683750115086338e+16,1.6758953719328067e+34,26.02632935905267,1.9562746591860427,1.3816549947217518,0.3999998381072258,0.2995056668729269,0.2995056668729269,radiative
1.330060843376729e+33,19253069785.714485,10441422.602335991,3.6528577583193144e+16,1.6767160309107146e+34,25.87338029031456,1.9667569324844079,1.3579129980732738,0.3999998386507108,0.30040601298103864,0.30040601298103864,radiative
1.3360521084368503e+33,19302799520.297382,10414931.143427543,3.6221447799178104e+16,1.677522554608824e+34,25.72113322749776,1.9773722505949174,1.3344681153331128,0.3999998392037102,0.3013349156313017,0.3013349156313017,radiative
1.3420433734969713e+33,19352566613.243984,10388354.420402722,3.591610176250329e+16,1.6783151199881348e+34,25.569589511805514,1.9881242865079758,1.3113168552062902,0.3999998397664953,0.3022932872069678,0.3022932872069678,radiative
1.3480346385570923e+33,19402371930.040188,10361689.618014777,3.5612529514165228e+16,1.6790939019295692e+34,25.418750621418877,1.9990168544606217,1.2884557651612942,0.3999998403393438,0.30328208084772773,0.30328208084772773,radiative
1.3540259036172136e+33,19452216325.03311,10334933.838487424,3.531072117099009e+16,1.679859073256967e+34,25.268618177192522,2.0100539170001346,1.265881430660269,0.39999984092254043,0.3043022927220932,0.3043022927220932,radiative
1.3600171686773346e+33,19502100641.090622,10308084.097747963,3.501066692416303e+16,1.6806108047596182e+34,25.11919394871791,2.021239592482709,1.2435904743963175,0.39999984151637635,0.30535496445429505,0.30535496445429505,radiative
1.366008433737456e+33,19552025709.233856,10281137.321453016,3.4712357037767456e+16,1.681349265214343e+34,24.970479860779577,2.0325781630391484,1.2215795555370428,0.39999984212115036,0.3064411857180573,0.3064411857180573,radiative
1.371999698797577e+33,19601992348.24111,10254090.340792807,3.441578184733344e+16,1.6820746214071192e+34,24.822478000233293,2.0440740830424455,1.1998453689735347,0.39999984273716854,0.307562097010784,0.307562097010784,radiative
1.3779909638576982e+33,19652001364.221565,10226939.88805863,3.41209317583938e+16,1.6827870381542613e+34,24.67519062333677,2.055731988115075,1.1783846445739328,0.39999984336474415,0.3087188926229567,0.3087188926229567,radiative
1.3839822289178192e+33,19702053550.15694,10199682.591957085,3.3827797245047096e+16,1.683486678323153e+34,24.528620163566675,2.067556704717039,1.1571941464406594,0.3999998440041987,0.3099128238189235,0.3099128238189235,radiative
1.3899734939779405e+33,19752149685.409367,10172314.972653175,3.3536368848525884e+16,1.6841737028525372e+34,24.382769239958193,2.079553260359656,1.1362706721704003,0.39999984465586136,0.3111452022468542,0.3111452022468542,radiative
1.3959647590380615e+33,19802290535.193222,10144833.436522955,3.324663717576954e+16,1.6848482707723608e+34,24.237640666007206,2.0917268944937772,1.1156110521158875,0.39999984532006977,0.3124174035973272,0.3124174035973272,radiative
1.4019560240981828e+33,19852476850.008934,10117234.270594763,3.295859289799987e+16,1.6855105392231802e+34,24.093237459178045,2.104083070125872,1.095212148648461,0.39999984599717014,0.31373087153194906,0.31373087153194906,radiative
1.4079472891583038e+33,19902709365.03619,10089513.63665629,3.2672226749298684e+16,1.6861606634751217e+34,23.9495628510644,2.1166274862200716,1.0750708554203647,0.39999984668751704,0.31508712190552407,0.31508712190552407,radiative
1.413938554218425e+33,19952988799.48417,10061667.565002775,3.2387529525185548e+16,1.6867987969464038e+34,23.806620298254742,2.12936609095003,1.0551840966256518,0.39999984739147415,0.31648774730769547,0.31648774730769547,radiative
1.419929819278546e+33,20003315855.89588,10033691.947799483,3.2104492081194776e+16,1.687425091221411e+34,23.664413493958822,2.142305095870115,1.035548826258574,0.39999984810941464,0.3179344219525768,0.3179344219525768,radiative
1.4259210843386674e+33,20053691219.442596,10005582.59763777,3.182310533144965e+16,1.6880396960700206e+34,23.52294622572182,2.155450944461452,1.0161620513448308,0.39999984884171297,0.3194288916609432,0.3194288916609432,radiative
1.4319123493987884e+33,20104115551.25484,9977330.559038777,3.1543360247176156e+16,1.6886427592137868e+34,23.382233396051856,2.169646879404387,0.9970191439827326,0.39999984958930995,0.32109738713667746,0.32109738713667746,radiative
1.4379036144589094e+33,20154589448.94797,9948922.176950075,3.1265247853898756e+16,1.689234424729038e+34,23.242300685203976,2.1843022784295885,0.9781139909960008,0.39999985035369684,0.32285423240918276,0.32285423240918276,radiative
1.4438948795190307e+33,20205113468.359077,9920351.834032545,3.098875922790976e+16,1.6898148341264614e+34,23.103154624742455,2.1992232631445114,0.9594435647756627,0.39999985113538056,0.32467182829709423,0.32467182829709423,radiative
1.4498861445791517e+33,20255688140.717003,9891614.012217218,3.0713885494438788e+16,1.6903841271698045e+34,22.964801385935058,2.214419456017229,0.9410049738134432,0.3999998519348432,0.32655276673571015,0.32655276673571015,radiative
1.455877409639273e+33,20306313971.55713,9862702.969195273,3.0440617826127064e+16,1.6909424418968863e+34,22.827247536989493,2.2299009714354145,0.9227953479797532,0.3999998527525801,0.32849979127638557,0.32849979127638557,radiative
1.461868674699394e+33,20356991439.362534,9833612.725425769,3.0168947441483268e+16,1.6914899146321224e+34,22.690500067709195,2.245678448433682,0.9048118375722963,0.39999985358910034,0.33051580830964605,0.33051580830964605,radiative
1.4678599397595153e+33,20407720994.108517,9804337.050196087,2.9898865603316496e+16,1.6920266799984713e+34,22.554566416134026,2.261763086117943,0.8870516123350997,0.39999985444492714,0.33260389930168766,0.33260389930168766,radiative
1.4738512048196363e+33,20458503055.703117,9774869.446650434,2.96303636171441e+16,1.6925528709287834e+34,22.419454497355783,2.278166682053373,0.8695118604445012,0.3999998553205985,0.33476733415267307,0.33476733415267307,radiative
1.4798424698797576e+33,20509338012.315594,9745203.1356928,2.9363432829571004e+16,1.6930686186765315e+34,22.285172734719097,2.29490167391337,0.8521897874582548,0.399999856216667,0.33700958579867424,0.33700958579867424,radiative
1.4858337349398786e+33,20560226218.583874,9715331.038660666,2.9098064626637852e+16,1.6935740528258993e+34,22.151730093642993,2.3119811847222382,0.8350826152235911,0.3999998571337015,0.3393343461945514,0.3393343461945514,radiative
1.491825e+33,20611167993.691643,9685245.75865646,2.883425043213428e+16,1.694069301301203e+34,22.019136118320308,2.329419072061836,0.8181875807402322,0.3999998580722863,0.3417455438320267,0.3417455438320267,radiative
1.491825e+33,20693999235.58285,10059426.111744715,2.5822444067099056e+16,1.6903209779474735e+34,18.98131164715016,1.9654829114920038,0.8404509286640774,0.3999997604529908,0.22141189789149307,0.22141189789149307,radiative
1.497816265060241e+33,20752715685.015987,10037105.609673576,2.5564535868775336e+16,1.6908200058088222e+34,18.8334982735333,1.9729464095235636,0.8254388053467462,0.39999975990067954,0.2211739213281696,0.2211739213281696,radiative
1.503807530120482e+33,20811559384.00099,10014797.96358382,2.530851111513543e+16,1.6913101081203095e+34,18.686392841332584,1.9804437810835547,0.810655206417083,0.399999759340982,0.2209363584168762,0.2209363584168762,radiative
